# Time-correlated data for fix JJ
# Timestep Number-of-time-windows
# Index TimeDelta Ncount c_flux_thermal[1]*c_flux_thermal[1] c_flux_thermal[2]*c_flux_thermal[2] c_flux_thermal[3]*c_flux_thermal[3]
0 200
187 1860 215 0.00227308 -0.00160866 -0.000896453
188 1870 214 0.00221366 -0.0015592 -0.000894063
189 1880 213 0.00217112 -0.00152455 -0.00087469
190 1890 212 0.00213644 -0.00150952 -0.000839734
191 1900 211 0.00209599 -0.00151422 -0.000793577
192 1910 210 0.00203653 -0.00153611 -0.000744426
193 1920 209 0.00195055 -0.0015705 -0.0007019
194 1930 208 0.00183994 -0.00160859 -0.000672343
195 1940 207 0.00171555 -0.0016373 -0.000656422
196 1950 206 0.00159247 -0.00164291 -0.000652028
197 1960 205 0.00148381 -0.00161728 -0.000658094
198 1970 204 0.00139617 -0.00156366 -0.000674189
199 1980 203 0.00132888 -0.00149693 -0.000697404
200 1990 202 0.00127614 -0.00143641 -0.000721028
6000 200
1 0 601 0.00871518 0.00715098 0.0075506
2 10 600 0.00858459 0.00701186 0.00742085
3 20 599 0.00823016 0.00664613 0.00705229
4 30 598 0.00772069 0.0061195 0.00651285
5 40 597 0.00713621 0.00551171 0.00588371
6 50 596 0.00653883 0.00489234 0.0052322
7 60 595 0.00595902 0.00430808 0.00460025
8 70 594 0.00539916 0.00378341 0.00400708
9 80 593 0.00484727 0.00332908 0.00345792
10 90 592 0.00429143 0.00294955 0.00295249
11 100 591 0.0037289 0.00264592 0.00249046
12 110 590 0.00316853 0.00241491 0.00207346
13 120 589 0.00262693 0.00224751 0.00170367
14 130 588 0.00212179 0.00212988 0.00138102
15 140 587 0.00166617 0.00204696 0.00110182
16 150 586 0.00126598 0.0019858 0.000860521
17 160 585 0.000920746 0.00193569 0.000653078
18 170 584 0.000626343 0.00188649 0.00047921
19 180 583 0.000376849 0.0018277 0.000342429
20 190 582 0.000165476 0.00174936 0.000248182
21 200 581 -1.40219e-05 0.00164473 0.000200626
22 210 580 -0.000165807 0.0015126 0.000199007
23 220 579 -0.00029109 0.00135875 0.000235926
24 230 578 -0.000387572 0.00119549 0.00029853
25 240 577 -0.000449697 0.00103826 0.00037168
26 250 576 -0.00047137 0.000900438 0.000442683
27 260 575 -0.000449467 0.000789246 0.000505247
28 270 574 -0.000385133 0.000705533 0.000559639
29 280 573 -0.000283628 0.000646645 0.000609369
30 290 572 -0.000153946 0.000609696 0.000657402
31 300 571 -7.56926e-06 0.000593699 0.000704717
32 310 570 0.000144057 0.000599227 0.000750811
33 320 569 0.000292704 0.000625196 0.000794616
34 330 568 0.000434957 0.000664992 0.000834885
35 340 567 0.000571892 0.000705251 0.000870464
36 350 566 0.000706931 0.000730592 0.000900464
37 360 565 0.000842297 0.000731708 0.000924353
38 370 564 0.00097581 0.000709985 0.000942213
39 380 563 0.00110045 0.000675071 0.000955161
40 390 562 0.00120615 0.000638969 0.00096575
41 400 561 0.00128247 0.000611654 0.000977527
42 410 560 0.00132224 0.000599694 0.000993563
43 420 559 0.00132378 0.000606298 0.00101493
44 430 558 0.00128944 0.000631851 0.00104039
45 440 557 0.001223 0.000673887 0.00106705
46 450 556 0.00112882 0.000726405 0.00109139
47 460 555 0.00101257 0.000779906 0.00110948
48 470 554 0.000881893 0.000823426 0.00111664
49 480 553 0.00074648 0.00084808 0.00110769
50 490 552 0.000617284 0.000850428 0.0010782
51 500 551 0.000504878 0.000833955 0.00102648
52 510 550 0.000416835 0.000807425 0.000955464
53 520 549 0.000355758 0.000780503 0.000873347
54 530 548 0.000320666 0.000758312 0.000792153
55 540 547 0.000310595 0.000739516 0.000724841
56 550 546 0.000325736 0.000718443 0.000682263
57 560 545 0.000365755 0.000687659 0.000670698
58 570 544 0.000427992 0.000639537 0.00068994
59 580 543 0.000506485 0.000569212 0.000733203
60 590 542 0.00059285 0.000476028 0.000788965
61 600 541 0.000679368 0.000362561 0.000843458
62 610 540 0.000761484 0.000235593 0.000882717
63 620 539 0.000837657 0.000108675 0.000894653
64 630 538 0.000907323 1.95796e-06 0.000871807
65 640 537 0.000969607 -6.34609e-05 0.000814082
66 650 536 0.00102464 -7.39001e-05 0.000729183
67 660 535 0.00107594 -2.92705e-05 0.000630047
68 670 534 0.00113099 5.63311e-05 0.000530885
69 680 533 0.00119887 0.000160202 0.00044392
70 690 532 0.00128667 0.000259644 0.00037708
71 700 531 0.00139679 0.000338715 0.000332873
72 710 530 0.00152532 0.000390164 0.000308718
73 720 529 0.00166298 0.000413716 0.000298847
74 730 528 0.00179873 0.000413053 0.00029722
75 740 527 0.00192335 0.000393519 0.000299399
76 750 526 0.00203107 0.000361593 0.000302587
77 760 525 0.00211941 0.000324973 0.000305221
78 770 524 0.00218791 0.000291204 0.00030823
79 780 523 0.0022374 0.00026577 0.000316487
80 790 522 0.0022697 0.00025088 0.000337683
81 800 521 0.00228731 0.00024493 0.000379195
82 810 520 0.00229247 0.00024333 0.000445982
83 820 519 0.00228586 0.000241108 0.000540124
84 830 518 0.00226574 0.000235764 0.000660812
85 840 517 0.00222792 0.000228407 0.000803881
86 850 516 0.00216771 0.000221402 0.000961463
87 860 515 0.00208332 0.000215277 0.00112296
88 870 514 0.00197784 0.000207134 0.00127764
89 880 513 0.00185741 0.000190308 0.00141745
90 890 512 0.00172816 0.000155787 0.00153885
91 900 511 0.00159388 9.58665e-05 0.00164249
92 910 510 0.0014551 7.97827e-06 0.00173246
93 920 509 0.00131055 -0.000105005 0.00181576
94 930 508 0.00116032 -0.000238362 0.00190056
95 940 507 0.0010079 -0.000388771 0.00199189
96 950 506 0.000859178 -0.000554453 0.00208734
97 960 505 0.000718219 -0.000732157 0.00217638
98 970 504 0.00058388 -0.000913626 0.00224364
99 980 503 0.000450308 -0.0010843 0.00227278
100 990 502 0.000309995 -0.00122659 0.00224976
101 1000 501 0.000157051 -0.00132675 0.00216522
102 1010 500 -9.50479e-06 -0.00138166 0.00201612
103 1020 499 -0.000184146 -0.00140078 0.00180637
104 1030 498 -0.000355866 -0.00140133 0.00154535
105 1040 497 -0.000510389 -0.00140013 0.00124356
106 1050 496 -0.000632757 -0.00140717 0.00090916
107 1060 495 -0.000711039 -0.00142343 0.000549103
108 1070 494 -0.000740647 -0.00144271 0.000172614
109 1080 493 -0.000724247 -0.00145638 -0.000206508
110 1090 492 -0.000666493 -0.00145716 -0.000571417
111 1100 491 -0.000569787 -0.00144126 -0.000906531
112 1110 490 -0.000435554 -0.0014097 -0.00120128
113 1120 489 -0.000267786 -0.00136678 -0.00145069
114 1130 488 -7.40754e-05 -0.00131686 -0.00165352
115 1140 487 0.000135642 -0.00126318 -0.00181038
116 1150 486 0.000351101 -0.00120869 -0.00192217
117 1160 485 0.000563384 -0.00115753 -0.0019883
118 1170 484 0.000765228 -0.00111587 -0.00200551
119 1180 483 0.000950437 -0.00109056 -0.00196953
120 1190 482 0.00111319 -0.00108613 -0.0018784
121 1200 481 0.00124846 -0.00110189 -0.00173577
122 1210 480 0.00135389 -0.00113053 -0.00155166
123 1220 479 0.0014316 -0.0011591 -0.00133991
124 1230 478 0.0014884 -0.00117345 -0.00111439
125 1240 477 0.0015344 -0.00116406 -0.000886552
126 1250 476 0.00157983 -0.00112864 -0.000665127
127 1260 475 0.00163105 -0.001071 -0.000456968
128 1270 474 0.00168759 -0.00100053 -0.000267557
129 1280 473 0.00174192 -0.000931714 -0.00010098
130 1290 472 0.001783 -0.000879977 3.9689e-05
131 1300 471 0.00180297 -0.000855881 0.000152072
132 1310 470 0.00180275 -0.000861296 0.000234652
133 1320 469 0.00179305 -0.000889026 0.000287525
134 1330 468 0.00179052 -0.000926324 0.000313933
135 1340 467 0.00180909 -0.000960382 0.000320918
136 1350 466 0.00185133 -0.000982967 0.000317753
137 1360 465 0.00190688 -0.000992603 0.000313077
138 1370 464 0.00196011 -0.000994296 0.000312813
139 1380 463 0.00200078 -0.000997261 0.000319632
140 1390 462 0.00202956 -0.00101156 0.000334111
141 1400 461 0.00205667 -0.00104607 0.000357928
142 1410 460 0.00209525 -0.00110845 0.000397771
143 1420 459 0.00215483 -0.00120455 0.000466083
144 1430 458 0.0022362 -0.00133627 0.000576528
145 1440 457 0.00232853 -0.00149978 0.000736556
146 1450 456 0.00241324 -0.00168623 0.000940732
147 1460 455 0.00247394 -0.00188448 0.00116988
148 1470 454 0.00250489 -0.00208511 0.0013968
149 1480 453 0.00251287 -0.00228249 0.00159469
150 1490 452 0.00251231 -0.00247267 0.00174413
151 1500 451 0.00251786 -0.00264966 0.00183733
152 1510 450 0.00253973 -0.00280428 0.00187807
153 1520 449 0.00258191 -0.00292673 0.00187701
154 1530 448 0.0026421 -0.00301047 0.00184542
155 1540 447 0.00271351 -0.00305312 0.00179123
156 1550 446 0.00278864 -0.0030545 0.0017191
157 1560 445 0.00286184 -0.00301538 0.00163244
158 1570 444 0.00292926 -0.00293749 0.00153394
159 1580 443 0.00298766 -0.00282445 0.00142594
160 1590 442 0.00303437 -0.00268324 0.00131164
161 1600 441 0.00306747 -0.00252577 0.0011956
162 1610 440 0.00308473 -0.00237009 0.00108259
163 1620 439 0.00308165 -0.00223941 0.000976286
164 1630 438 0.0030508 -0.00215771 0.000878872
165 1640 437 0.00298481 -0.00214073 0.000790776
166 1650 436 0.00287997 -0.00218725 0.000710251
167 1660 435 0.00273712 -0.00227697 0.000632791
168 1670 434 0.00256181 -0.00237613 0.000552576
169 1680 433 0.00236492 -0.00244724 0.00046666
170 1690 432 0.00216157 -0.00246005 0.000377859
171 1700 431 0.00196839 -0.00239962 0.000293809
172 1710 430 0.00180081 -0.00226818 0.000223394
173 1720 429 0.00167035 -0.00208093 0.000173014
174 1730 428 0.00158248 -0.00185899 0.000144067
175 1740 427 0.00153537 -0.00162456 0.000132599
176 1750 426 0.00152024 -0.00140051 0.000131149
177 1760 425 0.00152402 -0.00121086 0.000131172
178 1770 424 0.00153414 -0.001077 0.000124958
179 1780 423 0.0015427 -0.00101118 0.000107838
180 1790 422 0.00154831 -0.00101313 7.94217e-05
181 1800 421 0.00155414 -0.00107231 4.20214e-05
182 1810 420 0.0015643 -0.00117261 -3.23533e-06
183 1820 419 0.00158043 -0.00129461 -5.77834e-05
184 1830 418 0.00159889 -0.00141686 -0.00012272
185 1840 417 0.00161188 -0.00151952 -0.000195535
186 1850 416 0.00161307 -0.00158941 -0.000268825
187 1860 415 0.001602 -0.00162083 -0.000330506
188 1870 414 0.00158301 -0.00161209 -0.000366282
189 1880 413 0.00155982 -0.00156286 -0.000364105
190 1890 412 0.00153139 -0.00147501 -0.000319045
191 1900 411 0.00149202 -0.00135519 -0.000235479
192 1910 410 0.00143382 -0.00121523 -0.000125281
193 1920 409 0.00135101 -0.00106761 -3.28635e-06
194 1930 408 0.00124326 -0.000919717 0.000117264
195 1940 407 0.00111648 -0.000772322 0.00022707
196 1950 406 0.000981984 -0.000622513 0.000320464
197 1960 405 0.000853625 -0.000468979 0.000394269
198 1970 404 0.000743388 -0.000316676 0.000447751
199 1980 403 0.000657692 -0.000177585 0.000483484
200 1990 402 0.000595428 -6.62003e-05 0.000507084
8000 200
1 0 801 0.010295 0.00806288 0.0070258
2 10 800 0.010156 0.00793839 0.00690433
3 20 799 0.00978395 0.00757293 0.00655325
4 30 798 0.00925226 0.0070375 0.00604068
5 40 797 0.00864836 0.00641707 0.00544832
6 50 796 0.0080419 0.00578313 0.0048444
7 60 795 0.00746926 0.00518083 0.00427072
8 70 794 0.00693462 0.00463069 0.00374408
9 80 793 0.0064223 0.00413787 0.00326523
10 90 792 0.00591266 0.00370156 0.00282866
11 100 791 0.00539495 0.00332037 0.00242886
12 110 790 0.0048728 0.00299316 0.00206241
13 120 789 0.00436165 0.00271755 0.00172689
14 130 788 0.00388092 0.00248857 0.0014195
15 140 787 0.00344607 0.00229868 0.00113738
16 150 786 0.00306387 0.00213871 0.00087973
17 160 785 0.00273215 0.00199883 0.000649765
18 170 784 0.0024425 0.00186945 0.000454499
19 180 783 0.00218369 0.00174171 0.000302392
20 190 782 0.0019459 0.0016078 0.000199964
21 200 781 0.00172524 0.00146149 0.000148544
22 210 780 0.00152493 0.00129949 0.000142452
23 220 779 0.00135262 0.00112256 0.000169402
24 230 778 0.00121708 0.000935543 0.00021323
25 240 777 0.00112538 0.000745395 0.000258218
26 250 776 0.00108056 0.000558352 0.000293886
27 260 775 0.00108066 0.00037768 0.000317859
28 270 774 0.0011198 0.000203546 0.000334825
29 280 773 0.00118887 3.51645e-05 0.000352506
30 290 772 0.00127581 -0.000126293 0.000377496
31 300 771 0.00136758 -0.00027633 0.000413242
32 310 770 0.0014534 -0.000408701 0.000460201
33 320 769 0.00152777 -0.000518997 0.000516878
34 330 768 0.00159094 -0.000607618 0.000580595
35 340 767 0.00164659 -0.000679927 0.000647895
36 350 766 0.00169826 -0.000743088 0.000714853
37 360 765 0.00174559 -0.000801124 0.000777544
38 370 764 0.00178298 -0.000851279 0.000833032
39 380 763 0.00180121 -0.000884463 0.000880943
40 390 762 0.00179147 -0.000889684 0.000924555
41 400 761 0.00174804 -0.000859436 0.000969823
42 410 760 0.00166976 -0.000792846 0.00102227
43 420 759 0.00156072 -0.000695488 0.00108376
44 430 758 0.00142915 -0.000576765 0.00115108
45 440 757 0.0012843 -0.000446667 0.00121661
46 450 756 0.00113357 -0.000313453 0.00127069
47 460 755 0.000981635 -0.000182875 0.00130447
48 470 754 0.000831282 -5.86528e-05 0.00131196
49 480 753 0.000685312 5.66204e-05 0.00129079
50 490 752 0.000548549 0.000160882 0.00124237
51 500 751 0.000428197 0.000252529 0.00117185
52 510 750 0.000331232 0.000330597 0.0010878
53 520 749 0.000260877 0.000394711 0.00100139
54 530 748 0.000215497 0.000444711 0.000924453
55 540 747 0.000190463 0.000480435 0.000867063
56 550 746 0.000180436 0.000502058 0.000835259
57 560 745 0.000179935 0.000510671 0.000829776
58 570 744 0.000183501 0.000508311 0.000845837
59 580 743 0.000187712 0.000497221 0.00087398
60 590 742 0.000193226 0.000479124 0.000902149
61 600 741 0.000203937 0.000455656 0.000918732
62 610 740 0.000223825 0.000430065 0.000915109
63 620 739 0.000254231 0.00040872 0.000887129
64 630 738 0.000292933 0.000400737 0.000835897
65 640 737 0.000335174 0.000415292 0.00076767
66 650 736 0.000376841 0.000457684 0.000691996
67 660 735 0.000417659 0.000526197 0.000618472
68 670 734 0.000461701 0.000611472 0.000554009
69 680 733 0.000514909 0.000699011 0.000502019
70 690 732 0.000581083 0.000773888 0.000463101
71 700 731 0.000657576 0.000825555 0.000436412
72 710 730 0.000734162 0.000850514 0.000420409
73 720 729 0.000797769 0.000851856 0.000412722
74 730 728 0.000839048 0.000836172 0.000410055
75 740 727 0.00085527 0.00080962 0.000408363
76 750 726 0.000848891 0.000775485 0.000403431
77 760 725 0.000824111 0.000734305 0.000392666
78 770 724 0.000784323 0.000685672 0.000377969
79 780 723 0.000732043 0.000629729 0.000367128
80 790 722 0.000669765 0.000567324 0.000371471
81 800 721 0.000599666 0.000499311 0.000401044
82 810 720 0.000523362 0.000426134 0.000461115
83 820 719 0.000442424 0.000347907 0.000551521
84 830 718 0.000357455 0.000264652 0.000668315
85 840 717 0.000266687 0.000176477 0.000806156
86 850 716 0.000167629 8.37425e-05 0.000959816
87 860 715 6.05628e-05 -1.29137e-05 0.00112423
88 870 714 -5.01872e-05 -0.000112937 0.00129377
89 880 713 -0.000158738 -0.00021655 0.0014616
90 890 712 -0.000261137 -0.000325347 0.00161978
91 900 711 -0.000357281 -0.000442125 0.00176019
92 910 710 -0.000450079 -0.000569457 0.00187709
93 920 709 -0.000541803 -0.000707752 0.00196992
94 930 708 -0.000631406 -0.000854463 0.00204397
95 940 707 -0.000715151 -0.00100518 0.00210728
96 950 706 -0.000788885 -0.00115544 0.00216574
97 960 705 -0.000850194 -0.0013014 0.00221966
98 970 704 -0.000899592 -0.0014389 0.00226366
99 980 703 -0.000940419 -0.00156231 0.00228912
100 990 702 -0.000977907 -0.00166478 0.00228713
101 1000 701 -0.00101661 -0.00174055 0.00225104
102 1010 700 -0.00105693 -0.00178785 0.0021781
103 1020 699 -0.0010938 -0.00181035 0.0020698
104 1030 698 -0.001118 -0.00181559 0.00193001
105 1040 697 -0.00111851 -0.00181117 0.00176161
106 1050 696 -0.00108524 -0.00180104 0.00156462
107 1060 695 -0.001012 -0.00178404 0.00133786
108 1070 694 -0.000899975 -0.00175532 0.00108268
109 1080 693 -0.000759528 -0.00170908 0.000805753
110 1090 692 -0.000607202 -0.00164114 0.000519131
111 1100 691 -0.000459813 -0.00155071 0.000237112
112 1110 690 -0.000329499 -0.00144075 -2.78119e-05
113 1120 689 -0.000221298 -0.00131635 -0.000267347
114 1130 688 -0.000133356 -0.00118243 -0.000477463
115 1140 687 -5.93972e-05 -0.00104262 -0.000656965
116 1150 686 7.90066e-06 -0.000900403 -0.000805294
117 1160 685 7.39713e-05 -0.000761385 -0.00092044
118 1170 684 0.000141225 -0.000634616 -0.000998535
119 1180 683 0.000209141 -0.00053176 -0.00103589
120 1190 682 0.000274109 -0.000463983 -0.00103218
121 1200 681 0.000331081 -0.000437374 -0.00099239
122 1210 680 0.000377836 -0.000448978 -0.000925684
123 1220 679 0.000417244 -0.000486167 -0.000842252
124 1230 678 0.000456135 -0.000530582 -0.000750336
125 1240 677 0.000503215 -0.000564772 -0.000654943
126 1250 676 0.000566234 -0.000577828 -0.000558634
127 1260 675 0.000648642 -0.000567364 -0.000463409
128 1270 674 0.000747395 -0.00053774 -0.000372097
129 1280 673 0.000852889 -0.000496374 -0.000288633
130 1290 672 0.000952292 -0.00045059 -0.000217267
131 1300 671 0.00103659 -0.000406354 -0.00016089
132 1310 670 0.00110607 -0.000368261 -0.000119107
133 1320 669 0.00117025 -0.000339269 -8.75213e-05
134 1330 668 0.00124269 -0.000319869 -5.90679e-05
135 1340 667 0.0013331 -0.000308002 -2.69395e-05
136 1350 666 0.00144236 -0.000300654 1.25136e-05
137 1360 665 0.0015633 -0.000296312 5.83111e-05
138 1370 664 0.00168593 -0.00029643 0.000105433
139 1380 663 0.00180272 -0.000305603 0.000147363
140 1390 662 0.00191251 -0.000331271 0.000179914
141 1400 661 0.00202134 -0.000382985 0.00020474
142 1410 660 0.00213831 -0.000470726 0.000230643
143 1420 659 0.00227002 -0.000602305 0.000271136
144 1430 658 0.00241721 -0.000780914 0.000338974
145 1440 657 0.00257339 -0.00100405 0.000440681
146 1450 656 0.00272653 -0.00126416 0.000573295
147 1460 655 0.00286293 -0.00155058 0.000724826
148 1470 654 0.00297093 -0.00185166 0.00087828
149 1480 653 0.0030434 -0.00215581 0.00101687
150 1490 652 0.00307858 -0.00245122 0.00112767
151 1500 651 0.00307925 -0.00272557 0.00120319
152 1510 650 0.00305156 -0.00296654 0.00124101
153 1520 649 0.00300411 -0.00316359 0.00124198
154 1530 648 0.00294744 -0.00330955 0.0012088
155 1540 647 0.00289319 -0.00340091 0.00114617
156 1550 646 0.00285177 -0.00343647 0.00106125
157 1560 645 0.0028294 -0.00341532 0.000963324
158 1570 644 0.00282651 -0.00333592 0.000862304
159 1580 643 0.00283829 -0.00319775 0.000766952
160 1590 642 0.0028567 -0.00300553 0.000683301
161 1600 641 0.00287305 -0.00277308 0.000613918
162 1610 640 0.00288069 -0.00252359 0.000557986
163 1620 639 0.00287655 -0.00228497 0.00051204
164 1630 638 0.00286071 -0.00208203 0.00047117
165 1640 637 0.00283452 -0.00192925 0.00043023
166 1650 636 0.00279724 -0.0018272 0.000384284
167 1660 635 0.00274355 -0.0017639 0.00032881
168 1670 634 0.00266513 -0.00172002 0.000261114
169 1680 633 0.00255671 -0.00167545 0.000182891
170 1690 632 0.00242137 -0.00161477 0.000101388
171 1700 631 0.00227185 -0.00153002 2.7268e-05
172 1710 630 0.00212858 -0.00142025 -2.97168e-05
173 1720 629 0.00201482 -0.00128921 -6.46337e-05
174 1730 628 0.00194958 -0.00114313 -7.88105e-05
175 1740 627 0.00194051 -0.000989721 -7.86142e-05
176 1750 626 0.00197984 -0.000838317 -7.28033e-05
177 1760 625 0.00204706 -0.000699653 -6.97597e-05
178 1770 624 0.00211825 -0.00058415 -7.53756e-05
179 1780 623 0.00217706 -0.000498755 -9.16456e-05
180 1790 622 0.00222016 -0.000443763 -0.000116499
181 1800 621 0.00225404 -0.000411369 -0.000145415
182 1810 620 0.00228766 -0.000387005 -0.000173969
183 1820 619 0.00232596 -0.000353298 -0.000199381
184 1830 618 0.00236633 -0.000295272 -0.000220313
185 1840 617 0.00239962 -0.000204852 -0.00023562
186 1850 616 0.00241574 -8.29491e-05 -0.000243391
187 1860 615 0.00240962 6.17383e-05 -0.000241502
188 1870 614 0.00238277 0.000216624 -0.000229511
189 1880 613 0.00234075 0.000369722 -0.000209882
190 1890 612 0.00228926 0.00051245 -0.000187238
191 1900 611 0.00223097 0.000640137 -0.000165741
192 1910 610 0.00216412 0.000751336 -0.00014623
193 1920 609 0.0020839 0.000847287 -0.000124691
194 1930 608 0.00198617 0.000931585 -9.32849e-05
195 1940 607 0.00187133 0.00100902 -4.38307e-05
196 1950 606 0.00174553 0.00108313 2.74554e-05
197 1960 605 0.00161851 0.0011532 0.000116537
198 1970 604 0.0014999 0.00121265 0.000211884
199 1980 603 0.00139605 0.0012503 0.000298837
200 1990 602 0.0013075 0.001255 0.000365565
10000 200
1 0 1001 0.00877752 0.00822743 0.00706544
2 10 1000 0.00865667 0.00808673 0.00693666
3 20 999 0.00831454 0.00768497 0.00657264
4 30 998 0.00782553 0.00709493 0.00604576
5 40 997 0.00727597 0.00640408 0.00544249
6 50 996 0.00673335 0.00568723 0.00483543
7 60 995 0.0062321 0.00499347 0.00426958
8 70 994 0.00577674 0.00434817 0.00376341
9 80 993 0.00535441 0.00376223 0.00331822
10 90 992 0.00494839 0.00324093 0.00292846
11 100 991 0.00454749 0.00278779 0.00258852
12 110 990 0.00414947 0.00240386 0.00229451
13 120 989 0.00375962 0.00208566 0.00204286
14 130 988 0.00338643 0.00182462 0.00182822
15 140 987 0.00303727 0.00160862 0.00164335
16 150 986 0.00271581 0.00142451 0.00148085
17 160 985 0.00242202 0.00125993 0.00133545
18 170 984 0.00215387 0.00110398 0.00120553
19 180 983 0.00190923 0.000947243 0.00109335
20 190 982 0.00168765 0.000782281 0.00100393
21 200 981 0.00149165 0.000605118 0.000942195
22 210 980 0.00132628 0.000417211 0.000909418
23 220 979 0.00119661 0.000225737 0.000900818
24 230 978 0.00110546 4.13453e-05 0.000905995
25 240 977 0.00105295 -0.000125092 0.00091262
26 250 976 0.00103734 -0.000265552 0.000911888
27 260 975 0.00105534 -0.000376688 0.000902327
28 270 974 0.00110194 -0.000459615 0.0008896
29 280 973 0.00116944 -0.000517612 0.000883074
30 290 972 0.00124683 -0.000553215 0.000891569
31 300 971 0.00132096 -0.000567049 0.000920353
32 310 970 0.00137968 -0.000559371 0.000970454
33 320 969 0.00141616 -0.000532786 0.00103947
34 330 968 0.00143196 -0.000493942 0.00112247
35 340 967 0.00143598 -0.000452819 0.00121296
36 350 966 0.00143953 -0.00041961 0.00130411
37 360 965 0.00144999 -0.000400131 0.00138985
38 370 964 0.00146692 -0.000392541 0.00146564
39 380 963 0.00148248 -0.000387924 0.00152891
40 390 962 0.00148504 -0.000374522 0.00157903
41 400 961 0.00146309 -0.000342953 0.00161683
42 410 960 0.00140869 -0.000289814 0.0016439
43 420 959 0.00131968 -0.000218403 0.00166214
44 430 958 0.00119992 -0.00013657 0.00167385
45 440 957 0.00105758 -5.30415e-05 0.00168148
46 450 956 0.000902752 2.57051e-05 0.00168677
47 460 955 0.000745095 9.66054e-05 0.00168984
48 470 954 0.000592209 0.000158903 0.00168878
49 480 953 0.0004495 0.000212159 0.00168021
50 490 952 0.000321393 0.000255257 0.00166078
51 500 951 0.000212611 0.000286976 0.00162909
52 510 950 0.000127744 0.000307437 0.00158731
53 520 949 6.89456e-05 0.000319089 0.00154174
54 530 948 3.4091e-05 0.000325795 0.00150124
55 540 947 1.70459e-05 0.000330419 0.00147393
56 550 946 9.57443e-06 0.000333042 0.00146373
57 560 945 4.1846e-06 0.000331465 0.00146866
58 570 944 -3.01111e-06 0.000323085 0.00148126
59 580 943 -1.10654e-05 0.000306471 0.00149102
60 590 942 -1.51982e-05 0.000282044 0.00148796
61 600 941 -9.63484e-06 0.000252058 0.00146616
62 610 940 8.92524e-06 0.000220395 0.00142514
63 620 939 3.93157e-05 0.000192687 0.00136871
64 630 938 7.65805e-05 0.000176449 0.00130306
65 640 937 0.000114677 0.000179537 0.00123485
66 650 936 0.000149725 0.000206934 0.00116962
67 660 935 0.000181835 0.000257713 0.00111073
68 670 934 0.000214306 0.000324173 0.00105942
69 680 933 0.000250966 0.000394193 0.00101592
70 690 932 0.000293435 0.000456086 0.000980732
71 700 931 0.000339845 0.000503289 0.000955427
72 710 930 0.000385744 0.000536485 0.000942002
73 720 929 0.000427036 0.000562386 0.000941226
74 730 928 0.000462824 0.000589593 0.000951526
75 740 927 0.000495376 0.000623463 0.000968977
76 750 926 0.000527261 0.000663194 0.000988272
77 760 925 0.0005581 0.000702855 0.00100478
78 770 924 0.000583466 0.000734687 0.00101682
79 780 923 0.000596691 0.00075183 0.00102645
80 790 922 0.000591334 0.000749352 0.00103744
81 800 921 0.000562623 0.000724321 0.00105249
82 810 920 0.000508241 0.000675898 0.00107243
83 820 919 0.000429077 0.000605586 0.00109796
84 830 918 0.000329324 0.000517448 0.00113174
85 840 917 0.000215108 0.000417393 0.00117903
86 850 916 9.25602e-05 0.00031103 0.00124613
87 860 915 -3.2979e-05 0.000201468 0.00133768
88 870 914 -0.000156959 8.87923e-05 0.00145432
89 880 913 -0.000276114 -2.8751e-05 0.00159161
90 890 912 -0.00038892 -0.000152932 0.00174072
91 900 911 -0.000495362 -0.000283931 0.00189066
92 910 910 -0.000596063 -0.000419583 0.00203156
93 920 909 -0.0006911 -0.00055616 0.00215741
94 930 908 -0.000779368 -0.000690366 0.00226666
95 940 907 -0.00085905 -0.000820906 0.00236011
96 950 906 -0.000928779 -0.000948124 0.00243753
97 960 905 -0.00098868 -0.00107183 0.00249522
98 970 904 -0.00104008 -0.00118943 0.00252638
99 980 903 -0.00108392 -0.00129597 0.0025238
100 990 902 -0.00111986 -0.00138623 0.00248301
101 1000 901 -0.00114702 -0.00145795 0.00240401
102 1010 900 -0.0011646 -0.001514 0.00229136
103 1020 899 -0.00117139 -0.00156173 0.00215253
104 1030 898 -0.00116463 -0.0016095 0.00199486
105 1040 897 -0.00113924 -0.0016622 0.00182213
106 1050 896 -0.00108834 -0.00171836 0.00163372
107 1060 895 -0.00100547 -0.00177039 0.00142741
108 1070 894 -0.00088859 -0.00180737 0.00120358
109 1080 893 -0.000742806 -0.00181859 0.000967963
110 1090 892 -0.000579722 -0.00179665 0.000731323
111 1100 891 -0.000414191 -0.00173931 0.000506435
112 1110 890 -0.000260536 -0.00164952 0.000304409
113 1120 889 -0.000129254 -0.00153353 0.000132455
114 1130 888 -2.49224e-05 -0.0013983 -6.87031e-06
115 1140 887 5.41156e-05 -0.00124985 -0.000115631
116 1150 886 0.000114367 -0.00109302 -0.000199251
117 1160 885 0.000164403 -0.000932522 -0.000263406
118 1170 884 0.000211273 -0.000774625 -0.000310843
119 1180 883 0.000257695 -0.0006281 -0.00034085
120 1190 882 0.000301641 -0.000502881 -0.000351562
121 1200 881 0.000338721 -0.000406727 -0.000343002
122 1210 880 0.000365962 -0.000341783 -0.000318327
123 1220 879 0.000384294 -0.000302893 -0.000282649
124 1230 878 0.000398533 -0.000278861 -0.000240665
125 1240 877 0.00041543 -0.000256188 -0.000194837
126 1250 876 0.000440973 -0.0002232 -0.000145067
127 1260 875 0.00047836 -0.000172542 -8.98235e-05
